DepMap_ID,p53,RAD51,DepMap_ID_norm,PR_ID_norm,WGD
ACH-000004,-0.1065961955162391,4.85598969730848,ACH-000004,PR-DGBP1M,oui
ACH-000004,-0.1065961955162391,4.85598969730848,ACH-000004,PR-RZU8KD,oui
ACH-000005,0.0042917505041772,5.7713574089905615,ACH-000005,PR-7DTCVD,oui
ACH-000005,0.0042917505041772,5.7713574089905615,ACH-000005,PR-DPW9OL,oui
ACH-000005,0.0042917505041772,5.7713574089905615,ACH-000005,PR-ZMEDE0,oui
ACH-000007,0.6525115059385577,4.104336659814735,ACH-000007,PR-XBYMRS,non
ACH-000009,-0.2591779889894001,4.85598969730848,ACH-000009,PR-2TYUX5,oui
ACH-000009,-0.2591779889894001,4.85598969730848,ACH-000009,PR-LZ47PG,oui
ACH-000011,1.1730035430431962,2.799087306074004,ACH-000011,PR-YG65FA,oui
ACH-000012,0.0205266352670552,4.118525848935668,ACH-000012,PR-SRIORA,oui
ACH-000012,0.0205266352670552,4.118525848935668,ACH-000012,PR-ANC3MY,oui
ACH-000013,-0.0167318206898311,4.765004246250036,ACH-000013,PR-S6XFW4,oui
ACH-000013,-0.0167318206898311,4.765004246250036,ACH-000013,PR-YFRI6X,oui
ACH-000014,1.4976859850223558,3.097610796626422,ACH-000014,PR-OLJ6GO,oui
ACH-000017,0.0288669866482771,5.117279460053921,ACH-000017,PR-44UGOS,oui
ACH-000018,0.029142815932093,5.12267271882414,ACH-000018,PR-YX8AAK,oui
ACH-000018,0.029142815932093,5.12267271882414,ACH-000018,PR-GCYY2L,oui
ACH-000019,0.5870436241960788,4.0900065299038175,ACH-000019,PR-NO7VWQ,oui
ACH-000019,0.5870436241960788,4.0900065299038175,ACH-000019,PR-SJNFT9,oui
ACH-000019,0.5870436241960788,4.0900065299038175,ACH-000019,PR-VLTXHP,oui
ACH-000021,0.0384919283710613,3.9457949567400608,ACH-000021,PR-7ZN9JP,oui
ACH-000021,0.0384919283710613,3.9457949567400608,ACH-000021,PR-EVFKJZ,oui
ACH-000022,0.1407748692078946,3.802193216941825,ACH-000022,PR-A0TOIQ,oui
ACH-000022,0.1407748692078946,3.802193216941825,ACH-000022,PR-XCYXTZ,oui
ACH-000024,-0.0115358717371043,3.593353770980297,ACH-000024,PR-PLVTVW,oui
ACH-000024,-0.0115358717371043,3.593353770980297,ACH-000024,PR-AMM3ZQ,oui
ACH-000025,-0.145542690445011,4.428276414392509,ACH-000025,PR-AT5O0P,oui
ACH-000028,0.6176638428317864,4.4356285940520905,ACH-000028,PR-LWCPSZ,oui
ACH-000029,0.062820255572052,3.3868109464722167,ACH-000029,PR-CQHV2J,oui
ACH-000030,-0.4149417046290609,3.871843648509318,ACH-000030,PR-X8SCBT,oui
ACH-000030,-0.4149417046290609,3.871843648509318,ACH-000030,PR-PODIAB,oui
ACH-000035,-0.0693366768140652,4.828834649468056,ACH-000035,PR-JSUJXV,oui
ACH-000035,-0.0693366768140652,4.828834649468056,ACH-000035,PR-GVEJHZ,oui
ACH-000036,0.7217685823246354,3.324810603420484,ACH-000036,PR-53YU7G,oui
ACH-000036,0.7217685823246354,3.324810603420484,ACH-000036,PR-5PZ3PE,oui
ACH-000037,0.1521743220657886,3.881664619320345,ACH-000037,PR-CNTFXE,oui
ACH-000039,-0.05430761445463,4.623515741490549,ACH-000039,PR-TGNS2W,non
ACH-000040,0.4998231123946811,4.841469999465799,ACH-000040,PR-562G0G,oui
ACH-000041,0.2689159221474684,4.850999394716474,ACH-000041,PR-C4VJHK,oui
ACH-000041,0.2689159221474684,4.850999394716474,ACH-000041,PR-EBX2PQ,oui
ACH-000042,-0.0535258343150243,3.4802651220544627,ACH-000042,PR-DMHCFE,oui
ACH-000042,-0.0535258343150243,3.4802651220544627,ACH-000042,PR-VQ5EEE,oui
ACH-000045,0.7017492169972606,4.804260115634738,ACH-000045,PR-4L7Y7C,non
ACH-000048,0.2416752572898397,4.2539892662307865,ACH-000048,PR-ZRKQJO,oui
ACH-000048,0.2416752572898397,4.2539892662307865,ACH-000048,PR-KYEOP9,oui
ACH-000052,0.0419566650009432,5.2861418728343015,ACH-000052,PR-CZPORM,non
ACH-000052,0.0419566650009432,5.2861418728343015,ACH-000052,PR-GCB400,oui
ACH-000052,0.0419566650009432,5.2861418728343015,ACH-000052,PR-XZ0NKH,non
ACH-000053,0.3319482203275171,5.102238193930738,ACH-000053,PR-XMXZWF,non
ACH-000054,1.2066562109175392,4.198494153639083,ACH-000054,PR-240V4W,non
ACH-000055,0.3424554075191952,4.530445354692906,ACH-000055,PR-ZR0JBJ,non
ACH-000060,0.111837268565504,4.954196310386875,ACH-000060,PR-3F91XT,non
ACH-000067,-0.0289350139515471,4.16430358309365,ACH-000067,PR-GZKVWH,non
ACH-000070,0.6847038697340839,5.021479727410452,ACH-000070,PR-G96FHP,non
ACH-000074,0.2326933879166924,4.797531839571962,ACH-000074,PR-RGCMOY,oui
ACH-000074,0.2326933879166924,4.797531839571962,ACH-000074,PR-0C2LNY,oui
ACH-000075,0.8442132783666936,4.369466483650723,ACH-000075,PR-L4JGXA,non
ACH-000076,0.0775608299157001,4.746850183098051,ACH-000076,PR-8Q87BY,oui
ACH-000076,0.0775608299157001,4.746850183098051,ACH-000076,PR-TRX6QN,oui
ACH-000077,0.7045999290902057,5.062208077560245,ACH-000077,PR-0H05VY,non
ACH-000077,0.7045999290902057,5.062208077560245,ACH-000077,PR-30ICKX,non
ACH-000078,0.6625966243326953,3.41006969175638,ACH-000078,PR-R0B4CZ,non
ACH-000082,0.0795826134394196,5.107269393592545,ACH-000082,PR-XXY3AP,oui
ACH-000082,0.0795826134394196,5.107269393592545,ACH-000082,PR-1JU43A,oui
ACH-000085,0.2115355999446857,4.358958825832329,ACH-000085,PR-6OLVAX,oui
ACH-000085,0.2115355999446857,4.358958825832329,ACH-000085,PR-IK1NQP,oui
ACH-000086,0.2306321890906226,4.737145919776202,ACH-000086,PR-EQDPB5,oui
ACH-000086,0.2306321890906226,4.737145919776202,ACH-000086,PR-MKGNRD,oui
ACH-000087,0.1286579751888272,5.110196177754199,ACH-000087,PR-HN4FOZ,non
ACH-000087,0.1286579751888272,5.110196177754199,ACH-000087,PR-BFKP19,non
ACH-000092,0.0785138284182987,4.937344392150233,ACH-000092,PR-U3PZT9,oui
ACH-000093,2.104001850738933,4.169123281476757,ACH-000093,PR-SWG0HH,oui
ACH-000096,2.259336461185148,4.718087583960517,ACH-000096,PR-R3HXM0,non
ACH-000096,2.259336461185148,4.718087583960517,ACH-000096,PR-OSNEV7,non
ACH-000096,2.259336461185148,4.718087583960517,ACH-000096,PR-PYHFY7,non
ACH-000097,1.0981739623940032,4.147306698780294,ACH-000097,PR-HJCEXB,oui
ACH-000097,1.0981739623940032,4.147306698780294,ACH-000097,PR-UP1TUS,oui
ACH-000098,-0.003430258950391,4.752213367865143,ACH-000098,PR-HZEIFO,oui
ACH-000099,0.5785811998238709,4.681449265314958,ACH-000099,PR-4MCOFQ,non
ACH-000099,0.5785811998238709,4.681449265314958,ACH-000099,PR-QSWCPE,non
ACH-000099,0.5785811998238709,4.681449265314958,ACH-000099,PR-UUWC6D,non
ACH-000101,0.2204364279498077,5.433627167084783,ACH-000101,PR-3FPUNT,non
ACH-000101,0.2204364279498077,5.433627167084783,ACH-000101,PR-ERMWZJ,non
ACH-000108,-0.0428198087105757,4.095924419998536,ACH-000108,PR-GQNHEN,oui
ACH-000111,-0.0652070709198395,3.969012307516316,ACH-000111,PR-V9P7AN,oui
ACH-000113,0.8811696508207424,4.646738698307846,ACH-000113,PR-X05CZT,non
ACH-000113,0.8811696508207424,4.646738698307846,ACH-000113,PR-ITLG7X,non
ACH-000114,0.1421780800379442,2.3045110418099526,ACH-000114,PR-NQ0Q5F,oui
ACH-000114,0.1421780800379442,2.3045110418099526,ACH-000114,PR-CISKZW,oui
ACH-000115,0.1825558845747374,3.747387399652718,ACH-000115,PR-ZLHVP0,oui
ACH-000116,0.1305814491014404,4.694323060125386,ACH-000116,PR-EJK0ZK,oui
ACH-000118,0.150353475937382,4.51096191927738,ACH-000118,PR-EY4YYH,non
ACH-000120,0.6157282690054285,4.667892125230234,ACH-000120,PR-MYGVBI,non
ACH-000123,0.965185386000014,4.308156975114762,ACH-000123,PR-44QNXX,non
ACH-000123,0.965185386000014,4.308156975114762,ACH-000123,PR-EFSHRO,non
ACH-000127,0.1804605490684517,3.899175630480513,ACH-000127,PR-MDHIPK,oui
ACH-000127,0.1804605490684517,3.899175630480513,ACH-000127,PR-TGHTML,oui
ACH-000128,0.0231253457927191,4.477677327565307,ACH-000128,PR-D2AXQ2,oui
ACH-000128,0.0231253457927191,4.477677327565307,ACH-000128,PR-OQZKYM,oui
ACH-000132,0.038455471012436,3.995484518877507,ACH-000132,PR-PZ76CI,oui
ACH-000132,0.038455471012436,3.995484518877507,ACH-000132,PR-UJVCEY,oui
ACH-000132,0.038455471012436,3.995484518877507,ACH-000132,PR-KXBTVC,oui
ACH-000133,0.0342789861298182,4.521050736900963,ACH-000133,PR-E7YKXF,oui
ACH-000137,0.1589961084181918,3.625270489374693,ACH-000137,PR-CSN5AL,oui
ACH-000138,-0.0068478974517722,3.311793717753649,ACH-000138,PR-WGUZDJ,oui
ACH-000141,-0.0118330190209395,4.663344619366085,ACH-000141,PR-6AVZGM,oui
ACH-000142,-0.0083545894269675,5.422233000683048,ACH-000142,PR-7NLITI,oui
ACH-000142,-0.0083545894269675,5.422233000683048,ACH-000142,PR-FLLEIF,oui
ACH-000145,-0.0984935463755602,4.317593504623472,ACH-000145,PR-STBMSM,oui
ACH-000146,0.0688633293650391,4.895787316463311,ACH-000146,PR-TLMNNU,non
ACH-000147,0.264714540285346,4.718087583960517,ACH-000147,PR-QZQMZX,oui
ACH-000147,0.264714540285346,4.718087583960517,ACH-000147,PR-JDORBA,oui
ACH-000148,0.2802805640979117,4.213347281733441,ACH-000148,PR-Q3RMRL,oui
ACH-000148,0.2802805640979117,4.213347281733441,ACH-000148,PR-H1JXJL,oui
ACH-000148,0.2802805640979117,4.213347281733441,ACH-000148,PR-HYGSTE,oui
ACH-000150,0.0853803574434441,4.55581615506164,ACH-000150,PR-ZJOFUM,oui
ACH-000150,0.0853803574434441,4.55581615506164,ACH-000150,PR-ZOO4OK,oui
ACH-000151,0.3517838955422484,5.501757585738664,ACH-000151,PR-BZ57NU,non
ACH-000151,0.3517838955422484,5.501757585738664,ACH-000151,PR-RCSB4Y,non
ACH-000152,0.0281786100097599,4.758622982440239,ACH-000152,PR-K0KOCW,oui
ACH-000152,0.0281786100097599,4.758622982440239,ACH-000152,PR-K6MCJA,oui
ACH-000153,1.2632304078960577,3.944858445807539,ACH-000153,PR-MTTOD9,oui
ACH-000159,0.8878453848255159,4.60229058486114,ACH-000159,PR-WXB2SJ,oui
ACH-000159,0.8878453848255159,4.60229058486114,ACH-000159,PR-CTNBQ9,oui
ACH-000163,0.0614121697203834,5.04220656012069,ACH-000163,PR-JUZE1L,oui
ACH-000163,0.0614121697203834,5.04220656012069,ACH-000163,PR-XELDKA,oui
ACH-000164,0.0976617138626504,4.892391025913404,ACH-000164,PR-TM9GPE,oui
ACH-000167,0.3208464852721368,4.463360885816658,ACH-000167,PR-Y1K7VE,non
ACH-000168,0.1784114381179173,5.040015678847879,ACH-000168,PR-CJKGF5,non
ACH-000169,0.3176794542638529,5.429281193335658,ACH-000169,PR-DIGRQN,oui
ACH-000169,0.3176794542638529,5.429281193335658,ACH-000169,PR-0QGHSP,non
ACH-000174,0.0204730854171066,3.953265239014844,ACH-000174,PR-NI2MCH,oui
ACH-000174,0.0204730854171066,3.953265239014844,ACH-000174,PR-RPKXDW,oui
ACH-000178,0.0186896113766285,3.62993940943954,ACH-000178,PR-SMZ5RK,oui
ACH-000178,0.0186896113766285,3.62993940943954,ACH-000178,PR-JAUVNO,oui
ACH-000182,-0.0704642710492383,3.978195629681652,ACH-000182,PR-SJO4IZ,non
ACH-000183,0.1706936407989535,4.062639828286463,ACH-000183,PR-HPNL5A,oui
ACH-000183,0.1706936407989535,4.062639828286463,ACH-000183,PR-KAER3I,non
ACH-000187,0.1645239794770841,4.160274831408593,ACH-000187,PR-ELEYUV,oui
ACH-000187,0.1645239794770841,4.160274831408593,ACH-000187,PR-JEDDGL,oui
ACH-000188,0.098987845345763,4.04176864995163,ACH-000188,PR-HLXQVX,oui
ACH-000188,0.098987845345763,4.04176864995163,ACH-000188,PR-QJRHU6,oui
ACH-000189,1.81385334647322,4.472487771462744,ACH-000189,PR-OGNFWK,oui
ACH-000190,0.1343335246564113,3.743084055549586,ACH-000190,PR-8YU9YJ,oui
ACH-000191,0.1817849741689982,2.823749360308273,ACH-000191,PR-S35CHM,oui
ACH-000198,0.6205340114359035,4.622930350920177,ACH-000198,PR-SJ5BHS,non
ACH-000198,0.6205340114359035,4.622930350920177,ACH-000198,PR-QHFI2E,non
ACH-000200,2.490412621991434,4.161887682376894,ACH-000200,PR-V1URNX,oui
ACH-000200,2.490412621991434,4.161887682376894,ACH-000200,PR-JTY4AG,oui
ACH-000202,0.0135486656615709,4.143230134776893,ACH-000202,PR-YKAWHQ,oui
ACH-000202,0.0135486656615709,4.143230134776893,ACH-000202,PR-LMPNPP,oui
ACH-000204,0.2949623119297498,2.7441610955704103,ACH-000204,PR-YBKTES,oui
ACH-000204,0.2949623119297498,2.7441610955704103,ACH-000204,PR-BOYB4U,oui
ACH-000206,0.2406492743989675,4.69655030107857,ACH-000206,PR-KMC4EV,non
ACH-000207,-0.1281723571223445,5.111865963867557,ACH-000207,PR-DACP7A,oui
ACH-000207,-0.1281723571223445,5.111865963867557,ACH-000207,PR-INP5WO,oui
ACH-000209,1.7756351824122991,2.5459683691052923,ACH-000209,PR-WHOIZN,oui
ACH-000211,0.0754398589718612,4.888499735514123,ACH-000211,PR-HBKCFU,oui
ACH-000211,0.0754398589718612,4.888499735514123,ACH-000211,PR-LNN01M,oui
ACH-000212,-0.1649306614387124,3.4867143730307024,ACH-000212,PR-DENGUS,oui
ACH-000212,-0.1649306614387124,3.4867143730307024,ACH-000212,PR-A2KG84,oui
ACH-000215,0.4367264653447504,4.448240225216066,ACH-000215,PR-7B4JAS,oui
ACH-000215,0.4367264653447504,4.448240225216066,ACH-000215,PR-YS6DSK,oui
ACH-000216,0.1377647262188876,3.963474123974886,ACH-000216,PR-57BESX,oui
ACH-000217,-0.0315156483283561,4.124328135002202,ACH-000217,PR-S4T9BW,oui
ACH-000217,-0.0315156483283561,4.124328135002202,ACH-000217,PR-RK6CBC,oui
ACH-000217,-0.0315156483283561,4.124328135002202,ACH-000217,PR-YPBJRA,oui
ACH-000219,0.4891283347068343,4.628773595201645,ACH-000219,PR-Q9XGCX,oui
ACH-000219,0.4891283347068343,4.628773595201645,ACH-000219,PR-YYIRLB,oui
ACH-000221,-0.0125331610232255,4.581953750848818,ACH-000221,PR-TDY360,oui
ACH-000221,-0.0125331610232255,4.581953750848818,ACH-000221,PR-L4AIPW,oui
ACH-000222,-0.0024510739941721,2.790772037862,ACH-000222,PR-QTRKJP,oui
ACH-000223,0.1875827850627844,5.492494151679432,ACH-000223,PR-ETSR5L,oui
ACH-000226,0.4694983044907046,4.313245851787562,ACH-000226,PR-9BYEKO,non
ACH-000226,0.4694983044907046,4.313245851787562,ACH-000226,PR-ETM41Q,non
ACH-000228,-0.1018475316020307,4.135863165368679,ACH-000228,PR-BTFGWN,oui
ACH-000228,-0.1018475316020307,4.135863165368679,ACH-000228,PR-FSQXV3,oui
ACH-000228,-0.1018475316020307,4.135863165368679,ACH-000228,PR-RANXTI,oui
ACH-000231,-0.1748488901102554,4.533563348214512,ACH-000231,PR-WONM20,oui
ACH-000231,-0.1748488901102554,4.533563348214512,ACH-000231,PR-34LUYW,oui
ACH-000232,0.2918003999705117,3.187451054027326,ACH-000232,PR-U4KN2I,oui
ACH-000232,0.2918003999705117,3.187451054027326,ACH-000232,PR-2VGKNC,oui
ACH-000232,0.2918003999705117,3.187451054027326,ACH-000232,PR-KYHOAO,oui
ACH-000233,0.2968103593219279,3.7495342676692616,ACH-000233,PR-BR1UY1,oui
ACH-000233,0.2968103593219279,3.7495342676692616,ACH-000233,PR-PC7OQJ,oui
ACH-000234,0.8294169409670301,4.582556003014061,ACH-000234,PR-CPW7AT,oui
ACH-000235,0.1607756489643801,4.684257705058931,ACH-000235,PR-UEVRA5,oui
ACH-000235,0.1607756489643801,4.684257705058931,ACH-000235,PR-YYBW7Y,oui
ACH-000235,0.1607756489643801,4.684257705058931,ACH-000235,PR-OIVE4Y,oui
ACH-000237,0.0800108746495547,3.414135532984451,ACH-000237,PR-HM4HT6,oui
ACH-000238,-0.1219119503020688,3.91169158187234,ACH-000238,PR-1JLFJO,oui
ACH-000238,-0.1219119503020688,3.91169158187234,ACH-000238,PR-EZ1RNY,oui
ACH-000243,-0.0728911322371664,3.8698714061777126,ACH-000243,PR-YCTSEM,oui
ACH-000244,2.771190626844916,4.439623137557117,ACH-000244,PR-O24OV9,non
ACH-000244,2.771190626844916,4.439623137557117,ACH-000244,PR-VPHL4S,non
ACH-000246,2.188553426644564,3.980025300238734,ACH-000246,PR-4KMLYJ,oui
ACH-000246,2.188553426644564,3.980025300238734,ACH-000246,PR-QFXMTN,oui
ACH-000247,0.535869909162456,3.96254902292306,ACH-000247,PR-MLCCEM,non
ACH-000247,0.535869909162456,3.96254902292306,ACH-000247,PR-C7LNAS,non
ACH-000247,0.535869909162456,3.96254902292306,ACH-000247,PR-PGUYA8,non
ACH-000248,0.0279691479631791,5.139551352398794,ACH-000248,PR-AW8YIF,oui
ACH-000248,0.0279691479631791,5.139551352398794,ACH-000248,PR-7WFZWS,oui
ACH-000249,0.2230329576179709,4.349789870241872,ACH-000249,PR-QE4Z68,non
ACH-000249,0.2230329576179709,4.349789870241872,ACH-000249,PR-GCW6EJ,non
ACH-000250,-0.0411599141682218,4.963936452144486,ACH-000250,PR-VG2XL6,oui
ACH-000250,-0.0411599141682218,4.963936452144486,ACH-000250,PR-ZAI49E,oui
ACH-000251,0.1591260141534063,4.1715271060388135,ACH-000251,PR-CBJ0HG,oui
ACH-000251,0.1591260141534063,4.1715271060388135,ACH-000251,PR-XTY2B8,oui
ACH-000253,0.1882358993935152,5.237257770900372,ACH-000253,PR-M4ZI3X,oui
ACH-000253,0.1882358993935152,5.237257770900372,ACH-000253,PR-YQCBWB,oui
ACH-000255,0.1274842242150687,4.931210274803932,ACH-000255,PR-U5IGY1,oui
ACH-000256,0.0644856898084211,3.289834465177509,ACH-000256,PR-SXPIZB,oui
ACH-000256,0.0644856898084211,3.289834465177509,ACH-000256,PR-XLM7MH,oui
ACH-000257,-0.0694413351978157,3.7070829917717054,ACH-000257,PR-FXYTJS,oui
ACH-000258,0.4724281361687371,3.648465443027314,ACH-000258,PR-8A8VFP,oui
ACH-000258,0.4724281361687371,3.648465443027314,ACH-000258,PR-EDBEAR,oui
ACH-000259,0.4717660900250085,4.934044647112246,ACH-000259,PR-PIRP51,non
ACH-000259,0.4717660900250085,4.934044647112246,ACH-000259,PR-DYGAPJ,non
ACH-000260,0.0910373180969742,3.662205499653616,ACH-000260,PR-WYXK1D,non
ACH-000261,0.1130537340860458,4.908812907739547,ACH-000261,PR-4FG12G,oui
ACH-000261,0.1130537340860458,4.908812907739547,ACH-000261,PR-GRLHRT,oui
ACH-000262,1.4752958172617137,4.108524456778169,ACH-000262,PR-TLSKIU,oui
ACH-000263,0.0302230150575274,3.4369613378336026,ACH-000263,PR-Z7L5N7,non
ACH-000263,0.0302230150575274,3.4369613378336026,ACH-000263,PR-V5GLBW,non
ACH-000264,0.1547725410193418,4.666188489872781,ACH-000264,PR-V6DL4K,oui
ACH-000264,0.1547725410193418,4.666188489872781,ACH-000264,PR-BQENKD,oui
ACH-000265,0.0026878047430127,3.321928094887362,ACH-000265,PR-OQFF1H,oui
ACH-000265,0.0026878047430127,3.321928094887362,ACH-000265,PR-6BCH6P,oui
ACH-000266,0.1584478251869299,3.759155833800272,ACH-000266,PR-OIULTG,oui
ACH-000272,0.4074052144956351,3.125981653854716,ACH-000272,PR-TQUPNF,oui
ACH-000272,0.4074052144956351,3.125981653854716,ACH-000272,PR-X90G4M,oui
ACH-000273,0.1310895539626783,4.484138131201669,ACH-000273,PR-UIW9AY,oui
ACH-000273,0.1310895539626783,4.484138131201669,ACH-000273,PR-WBNZKT,oui
ACH-000274,1.3026432936036092,4.151371776253954,ACH-000274,PR-AFX2RI,non
ACH-000276,0.3564358545722062,4.919816770052789,ACH-000276,PR-XEXQ2Q,oui
ACH-000278,0.154958789815995,4.61882595258744,ACH-000278,PR-ZYTJVT,non
ACH-000279,-0.0132929584993005,5.063071449842679,ACH-000279,PR-UZEOIR,oui
ACH-000279,-0.0132929584993005,5.063071449842679,ACH-000279,PR-VZGMKU,oui
ACH-000280,0.968016191302346,4.486070743735668,ACH-000280,PR-NOX3I9,oui
ACH-000280,0.968016191302346,4.486070743735668,ACH-000280,PR-PDWRO9,oui
ACH-000281,-0.0304653353651765,3.9240998856407416,ACH-000281,PR-KXMRTA,oui
ACH-000281,-0.0304653353651765,3.9240998856407416,ACH-000281,PR-PV4SRX,oui
ACH-000286,-0.1593908385491331,3.951401291674311,ACH-000286,PR-IKEVRD,oui
ACH-000286,-0.1593908385491331,3.951401291674311,ACH-000286,PR-YJPL8R,oui
ACH-000288,-0.1265763272175669,5.04745114041639,ACH-000288,PR-WMJR2G,oui
ACH-000288,-0.1265763272175669,5.04745114041639,ACH-000288,PR-43HONG,oui
ACH-000290,0.1291509079178142,4.851499202461257,ACH-000290,PR-GOM8AR,oui
ACH-000290,0.1291509079178142,4.851499202461257,ACH-000290,PR-S9UZXE,oui
ACH-000291,0.0409472125720197,4.4087118610294285,ACH-000291,PR-OI7HVZ,non
ACH-000291,0.0409472125720197,4.4087118610294285,ACH-000291,PR-TY9IV8,non
ACH-000292,0.0299239265004805,4.28318097894557,ACH-000292,PR-WGYSAM,oui
ACH-000293,0.1669770951895627,3.823749360308273,ACH-000293,PR-CR0HA8,oui
ACH-000294,-0.4298403732440136,5.239550796613645,ACH-000294,PR-FWBKD2,oui
ACH-000294,-0.4298403732440136,5.239550796613645,ACH-000294,PR-XLASFY,oui
ACH-000295,0.0481904422175512,5.637204481902295,ACH-000295,PR-LXDKYI,oui
ACH-000296,-0.127740610903777,4.452858964713811,ACH-000296,PR-S9G3CG,oui
ACH-000302,0.1873041583517368,3.20006486151431,ACH-000302,PR-KOORZM,oui
ACH-000302,0.1873041583517368,3.20006486151431,ACH-000302,PR-WA2XOE,oui
ACH-000303,0.0147423716280749,4.600507645345786,ACH-000303,PR-JCUIUZ,oui
ACH-000304,1.443578125785929,3.907852071845964,ACH-000304,PR-NNDH3Y,non
ACH-000304,1.443578125785929,3.907852071845964,ACH-000304,PR-711HBZ,non
ACH-000304,1.443578125785929,3.907852071845964,ACH-000304,PR-QL2CAO,non
ACH-000305,0.0309680562123794,2.879705766282288,ACH-000305,PR-S9EHO8,oui
ACH-000307,0.1087385676935308,4.791293148592206,ACH-000307,PR-98OHIJ,oui
ACH-000308,0.098167082501294,4.110196177754199,ACH-000308,PR-SBAAMQ,oui
ACH-000308,0.098167082501294,4.110196177754199,ACH-000308,PR-I3VWJE,oui
ACH-000310,0.7503487587147326,4.84749588378871,ACH-000310,PR-ZZJQOA,non
ACH-000311,1.121681811553407,3.853995647176393,ACH-000311,PR-EEWYJQ,non
ACH-000311,1.121681811553407,3.853995647176393,ACH-000311,PR-T2CZVA,oui
