DepMap_ID,p53,RAD51,DepMap_ID_norm,PR_ID_norm,WGD
ACH-000312,0.1460639548566555,4.833902076669164,ACH-000312,PR-UC3Q5L,non
ACH-000313,0.040690168424303,3.583759753639499,ACH-000313,PR-A8PKRA,non
ACH-000313,0.040690168424303,3.583759753639499,ACH-000313,PR-S7LKMC,non
ACH-000315,0.0375770734665853,4.892391025913404,ACH-000315,PR-MWPYG0,non
ACH-000315,0.0375770734665853,4.892391025913404,ACH-000315,PR-IFYIYR,non
ACH-000316,0.1521479496866474,4.178714641175443,ACH-000316,PR-D9GRN4,non
ACH-000316,0.1521479496866474,4.178714641175443,ACH-000316,PR-V0CO22,non
ACH-000317,0.9579440769575426,3.6678921252302334,ACH-000317,PR-NVBKHU,non
ACH-000318,0.1683401199833103,4.659353759170051,ACH-000318,PR-NKBKQK,oui
ACH-000318,0.1683401199833103,4.659353759170051,ACH-000318,PR-BTDCZB,oui
ACH-000319,0.1198806532795302,4.291308859828971,ACH-000319,PR-69D7JH,oui
ACH-000319,0.1198806532795302,4.291308859828971,ACH-000319,PR-OY1UJM,oui
ACH-000320,-0.1064163955021056,3.8698714061777126,ACH-000320,PR-RLLCNB,oui
ACH-000320,-0.1064163955021056,3.8698714061777126,ACH-000320,PR-CHODDE,oui
ACH-000322,0.4553368593962314,4.607034345948616,ACH-000322,PR-B68TAB,oui
ACH-000323,-0.1807604479523937,4.62702310555406,ACH-000323,PR-UCL778,oui
ACH-000324,0.7260659946290879,4.652486494918165,ACH-000324,PR-NXNKON,oui
ACH-000325,0.1121160682316837,4.392317422778761,ACH-000325,PR-1YSVRM,oui
ACH-000325,0.1121160682316837,4.392317422778761,ACH-000325,PR-ZWKBLK,oui
ACH-000326,0.050133329606602,5.032982416699428,ACH-000326,PR-7C8JB1,non
ACH-000326,0.050133329606602,5.032982416699428,ACH-000326,PR-OAVCTB,non
ACH-000329,0.3658986935703679,5.365272599764531,ACH-000329,PR-8BR5S3,non
ACH-000329,0.3658986935703679,5.365272599764531,ACH-000329,PR-2JWZFN,non
ACH-000330,0.1819416261654728,4.448900951145128,ACH-000330,PR-UFFE7L,oui
ACH-000330,0.1819416261654728,4.448900951145128,ACH-000330,PR-M5OW3U,oui
ACH-000331,0.0729950560721002,4.694323060125386,ACH-000331,PR-FGEHCO,non
ACH-000332,0.0040097394684816,4.542258049766918,ACH-000332,PR-MDRLZU,oui
ACH-000332,0.0040097394684816,4.542258049766918,ACH-000332,PR-ZAXEPM,oui
ACH-000334,0.3939578797881823,4.823749360308272,ACH-000334,PR-QHWU7W,oui
ACH-000334,0.3939578797881823,4.823749360308272,ACH-000334,PR-YEZYVR,oui
ACH-000335,1.0572352369620248,3.12267271882414,ACH-000335,PR-2UDYZY,oui
ACH-000335,1.0572352369620248,3.12267271882414,ACH-000335,PR-4MPXCS,oui
ACH-000336,0.302330914466359,4.823239844131022,ACH-000336,PR-IR9IHK,non
ACH-000337,0.2380888645076227,4.1906148602094975,ACH-000337,PR-GJJWNU,oui
ACH-000339,0.0989933123291131,4.878725341480106,ACH-000339,PR-YBAW2P,oui
ACH-000341,0.3435060217683134,6.004051884507083,ACH-000341,PR-WZJ3LC,non
ACH-000341,0.3435060217683134,6.004051884507083,ACH-000341,PR-LIPQDD,non
ACH-000343,-0.1544635150413341,3.736604875314249,ACH-000343,PR-HJMPMO,oui
ACH-000344,0.225829996618248,3.526068811667588,ACH-000344,PR-7LAE1Z,oui
ACH-000346,0.1575417043528547,3.263034405833794,ACH-000346,PR-MFJYO0,non
ACH-000348,0.2245299469114644,3.824767853143294,ACH-000348,PR-DUOKRE,non
ACH-000350,0.3802945529126175,4.2712762591759255,ACH-000350,PR-NSPGDW,oui
ACH-000352,0.0672181845954193,5.1026581313637385,ACH-000352,PR-V1TFKF,oui
ACH-000352,0.0672181845954193,5.1026581313637385,ACH-000352,PR-OKAXKJ,oui
ACH-000355,0.1732313790583157,5.0785244453890765,ACH-000355,PR-TYXR4O,oui
ACH-000355,0.1732313790583157,5.0785244453890765,ACH-000355,PR-2KNRAO,oui
ACH-000356,0.3057289742226557,5.135863165368679,ACH-000356,PR-3JM0KM,non
ACH-000359,0.0007065837659721,4.527946098908258,ACH-000359,PR-7QUNBJ,oui
ACH-000359,0.0007065837659721,4.527946098908258,ACH-000359,PR-VTS9IC,oui
ACH-000361,1.1688910071481204,3.991861930556323,ACH-000361,PR-WTKQ7J,oui
ACH-000361,1.1688910071481204,3.991861930556323,ACH-000361,PR-P0CUID,oui
ACH-000362,0.6754365010354616,4.770300489499416,ACH-000362,PR-P8UOM2,non
ACH-000362,0.6754365010354616,4.770300489499416,ACH-000362,PR-41UIUA,non
ACH-000363,0.265057892040478,4.37016428054021,ACH-000363,PR-1UO7R0,non
ACH-000363,0.265057892040478,4.37016428054021,ACH-000363,PR-U1G9JO,non
ACH-000364,0.5893649028863346,4.736063627871814,ACH-000364,PR-BHM9QA,oui
ACH-000364,0.5893649028863346,4.736063627871814,ACH-000364,PR-6D53X9,oui
ACH-000365,0.0532366904708672,5.10055722078293,ACH-000365,PR-YKLWOS,non
ACH-000365,0.0532366904708672,5.10055722078293,ACH-000365,PR-WAV5HO,non
ACH-000365,0.0532366904708672,5.10055722078293,ACH-000365,PR-YQAWBV,non
ACH-000366,0.1581257512539549,5.6862203650227325,ACH-000366,PR-4FE2A7,oui
ACH-000366,0.1581257512539549,5.6862203650227325,ACH-000366,PR-H4TOEM,oui
ACH-000368,0.2736744150120362,4.089159131911238,ACH-000368,PR-BKVUEM,oui
ACH-000368,0.2736744150120362,4.089159131911238,ACH-000368,PR-DRCP1N,oui
ACH-000370,0.2623300196663505,3.997292407636508,ACH-000370,PR-GJ5WBU,oui
ACH-000370,0.2623300196663505,3.997292407636508,ACH-000370,PR-WWRXPX,oui
ACH-000371,0.342371638122514,5.434628227636725,ACH-000371,PR-L1DOGO,non
ACH-000371,0.342371638122514,5.434628227636725,ACH-000371,PR-CBUOAH,non
ACH-000374,-0.8016030930939528,5.183486514459391,ACH-000374,PR-TFHPWI,oui
ACH-000374,-0.8016030930939528,5.183486514459391,ACH-000374,PR-LQ2181,oui
ACH-000374,-0.8016030930939528,5.183486514459391,ACH-000374,PR-XEIRBG,oui
ACH-000375,1.8351053995607325,4.429615964201735,ACH-000375,PR-SHEU7X,non
ACH-000375,1.8351053995607325,4.429615964201735,ACH-000375,PR-IG61OV,non
ACH-000376,-0.0122267556532049,3.711494906650088,ACH-000376,PR-LC7RO4,oui
ACH-000376,-0.0122267556532049,3.711494906650088,ACH-000376,PR-BJDNXF,oui
ACH-000376,-0.0122267556532049,3.711494906650088,ACH-000376,PR-PJXHIE,oui
ACH-000377,0.0445490133236401,4.870364719583405,ACH-000377,PR-XROOQD,oui
ACH-000378,0.135000315238834,4.223422549934937,ACH-000378,PR-BTEHU6,oui
ACH-000378,0.135000315238834,4.223422549934937,ACH-000378,PR-TMCDAI,oui
ACH-000381,-0.1072247560224276,4.7692427951405385,ACH-000381,PR-O6PH9B,oui
ACH-000381,-0.1072247560224276,4.7692427951405385,ACH-000381,PR-CO3OM7,oui
ACH-000383,-0.0293496178024365,4.647890091059215,ACH-000383,PR-HS2MVR,oui
ACH-000385,0.4941986488603268,3.588564737401352,ACH-000385,PR-MURINF,oui
ACH-000387,0.0913993407842066,4.700994494168267,ACH-000387,PR-OXY6I8,non
ACH-000389,1.5635332251791365,3.543495883425772,ACH-000389,PR-UVYGFT,oui
ACH-000389,1.5635332251791365,3.543495883425772,ACH-000389,PR-TCTGHM,oui
ACH-000390,0.0560098141215315,4.917909073852982,ACH-000390,PR-EB0GSA,oui
ACH-000391,0.0958677401141753,3.8923910259134034,ACH-000391,PR-BDBLKP,non
ACH-000393,0.1264341762766288,4.525442506018121,ACH-000393,PR-QCDKYN,oui
ACH-000393,0.1264341762766288,4.525442506018121,ACH-000393,PR-RMWWPU,oui
ACH-000395,0.0505424165356961,5.194953795933835,ACH-000395,PR-TD87MH,oui
ACH-000395,0.0505424165356961,5.194953795933835,ACH-000395,PR-VSKNEP,oui
ACH-000397,0.008983689271922,4.646162657157894,ACH-000397,PR-JMDEXQ,oui
ACH-000398,0.0913379632329733,5.5456595400254685,ACH-000398,PR-EUFJMR,non
ACH-000401,-0.125381733003358,5.151777654732053,ACH-000401,PR-FV0WHW,oui
ACH-000401,-0.125381733003358,5.151777654732053,ACH-000401,PR-WO4QLW,oui
ACH-000402,-0.0795342545815005,5.878725341480106,ACH-000402,PR-7D6ZG7,non
ACH-000402,-0.0795342545815005,5.878725341480106,ACH-000402,PR-UKICZK,non
ACH-000403,0.0577806159258592,4.569248029867182,ACH-000403,PR-OQDVQY,oui
ACH-000404,1.1065461906408862,4.212569338850806,ACH-000404,PR-G73UDB,non
ACH-000406,-0.114141241404677,5.521364878446219,ACH-000406,PR-CWSU0L,oui
ACH-000407,0.0166233643918721,3.4342946179599254,ACH-000407,PR-4EPJPY,oui
ACH-000408,0.0542233901767416,3.807354922057604,ACH-000408,PR-LYGO7L,oui
ACH-000408,0.0542233901767416,3.807354922057604,ACH-000408,PR-TBHWLG,oui
ACH-000410,0.3481720148144196,4.718635616271338,ACH-000410,PR-9KA5MY,oui
ACH-000410,0.3481720148144196,4.718635616271338,ACH-000410,PR-KSUYZJ,oui
ACH-000411,1.1276338324997992,4.719731056749852,ACH-000411,PR-SY1TXM,non
ACH-000414,0.8840725661451385,4.078951341394822,ACH-000414,PR-TTBUVY,non
ACH-000414,0.8840725661451385,4.078951341394822,ACH-000414,PR-Z6YGBB,non
ACH-000415,-0.1335074890373819,2.889473542531109,ACH-000415,PR-KEEVHG,oui
ACH-000416,0.0943445819139815,4.544732655932624,ACH-000416,PR-ZMVPXL,oui
ACH-000416,0.0943445819139815,4.544732655932624,ACH-000416,PR-NUWKI8,oui
ACH-000417,0.024172526545637,5.571373435973201,ACH-000417,PR-Q9VMGQ,oui
ACH-000420,0.1950254974346666,4.4121040446775694,ACH-000420,PR-URWKAD,non
ACH-000420,0.1950254974346666,4.4121040446775694,ACH-000420,PR-AIAKPA,oui
ACH-000421,0.1535493904198722,5.219942913954125,ACH-000421,PR-FXTRKB,non
ACH-000421,0.1535493904198722,5.219942913954125,ACH-000421,PR-IXWZLB,non
ACH-000422,-0.0174675095611278,4.419538891513785,ACH-000422,PR-LUKRL8,oui
ACH-000422,-0.0174675095611278,4.419538891513785,ACH-000422,PR-Z29WNC,oui
ACH-000424,0.2636882413429433,4.744699314207836,ACH-000424,PR-D3GT2J,oui
ACH-000424,0.2636882413429433,4.744699314207836,ACH-000424,PR-MT2HBQ,oui
ACH-000425,1.7408790041734674,3.45022149589718,ACH-000425,PR-FBZKPA,oui
ACH-000427,0.213033634451198,4.868884273028773,ACH-000427,PR-ISWISO,non
ACH-000431,0.2701016510854859,4.604664415163704,ACH-000431,PR-X0YKWZ,oui
ACH-000433,1.1711570057186849,3.04788732939655,ACH-000433,PR-DWEHDO,oui
ACH-000434,-0.0781207753654919,3.734438666137167,ACH-000434,PR-14SBTC,oui
ACH-000434,-0.0781207753654919,3.734438666137167,ACH-000434,PR-YHYTRF,oui
ACH-000435,0.2657345301346812,3.349082146391089,ACH-000435,PR-APL6OJ,oui
ACH-000435,0.2657345301346812,3.349082146391089,ACH-000435,PR-DTISTW,oui
ACH-000436,0.7229452081646756,2.6848187375532224,ACH-000436,PR-KSTFT1,oui
ACH-000437,-0.020235442092372,4.232660756790275,ACH-000437,PR-OQ1HW5,oui
ACH-000437,-0.020235442092372,4.232660756790275,ACH-000437,PR-HZ1B6P,oui
ACH-000438,0.011787030351944,4.0925457415435655,ACH-000438,PR-3QS75A,oui
ACH-000441,0.5812217081129897,3.653060017104565,ACH-000441,PR-2VKF8J,non
ACH-000444,0.3883341703726304,4.753818443173543,ACH-000444,PR-JVQXPE,oui
ACH-000444,0.3883341703726304,4.753818443173543,ACH-000444,PR-BEUNI1,oui
ACH-000445,-0.1978905477357404,4.8594726668519375,ACH-000445,PR-F67WG7,oui
ACH-000448,0.6925490344597416,3.673556423990145,ACH-000448,PR-FEODHG,oui
ACH-000448,0.6925490344597416,3.673556423990145,ACH-000448,PR-NQFP9A,oui
ACH-000450,1.0669955403553109,4.621172752683435,ACH-000450,PR-CRT33X,oui
ACH-000452,0.1607056545884329,4.025028794491522,ACH-000452,PR-MP8KTG,oui
ACH-000452,0.1607056545884329,4.025028794491522,ACH-000452,PR-TJWDFV,oui
ACH-000452,0.1607056545884329,4.025028794491522,ACH-000452,PR-IHNPL9,oui
ACH-000454,-0.0505665929938464,5.279471295644468,ACH-000454,PR-OPYJGD,oui
ACH-000455,-0.0085634452949961,3.0303360783709588,ACH-000455,PR-NKNZNH,oui
ACH-000455,-0.0085634452949961,3.0303360783709588,ACH-000455,PR-WVHYSQ,oui
ACH-000456,0.0304811686397939,1.1953475983222193,ACH-000456,PR-LCLYDT,oui
ACH-000456,0.0304811686397939,1.1953475983222193,ACH-000456,PR-IHEUKO,oui
ACH-000459,0.6390414578001629,5.24069594421251,ACH-000459,PR-MFJHSH,non
ACH-000461,-0.0218594376495157,4.412781525338476,ACH-000461,PR-6CGJNW,oui
ACH-000463,0.6864411355573994,4.331275267146615,ACH-000463,PR-0LYTUJ,oui
ACH-000463,0.6864411355573994,4.331275267146615,ACH-000463,PR-UUJ3DY,oui
ACH-000464,-0.0843744588413063,2.1176950426697547,ACH-000464,PR-SKTS2P,oui
ACH-000464,-0.0843744588413063,2.1176950426697547,ACH-000464,PR-JIMJXK,oui
ACH-000466,0.2025503036322422,4.161887682376894,ACH-000466,PR-TRWLMT,oui
ACH-000466,0.2025503036322422,4.161887682376894,ACH-000466,PR-WBTPBE,oui
ACH-000467,-0.041737105914313,4.323370069061268,ACH-000467,PR-W2EVP5,oui
ACH-000468,-0.0920837164854422,4.143230134776893,ACH-000468,PR-FNIGIY,oui
ACH-000469,0.1512841146476765,4.329123596291566,ACH-000469,PR-XQU6XJ,oui
ACH-000470,-0.1104405738868121,4.317593504623472,ACH-000470,PR-RT7OJV,oui
ACH-000470,-0.1104405738868121,4.317593504623472,ACH-000470,PR-3LN258,oui
ACH-000471,0.1432789486554332,4.875780063068488,ACH-000471,PR-O604SG,oui
ACH-000472,0.074952512195435,3.007195501404204,ACH-000472,PR-URUS9X,oui
ACH-000473,0.3950092961599275,5.226123143125237,ACH-000473,PR-EVLXSQ,non
ACH-000475,0.1825044454921137,4.25171909260596,ACH-000475,PR-9GCP8Z,oui
ACH-000475,0.1825044454921137,4.25171909260596,ACH-000475,PR-XVKZZ3,oui
ACH-000476,0.0516364895828243,3.218781167784069,ACH-000476,PR-USYVU2,oui
ACH-000477,1.1255172062348444,4.854494418154875,ACH-000477,PR-DR1DGB,oui
ACH-000477,1.1255172062348444,4.854494418154875,ACH-000477,PR-GJPOBH,oui
ACH-000478,0.1585662111584865,4.484138131201669,ACH-000478,PR-KFGLP0,oui
ACH-000480,0.1822881322071988,4.547819956577703,ACH-000480,PR-4ORDIG,oui
ACH-000481,0.1072355747767085,4.030336078370959,ACH-000481,PR-IMLIHH,oui
ACH-000483,0.0777328716949253,4.386121156814855,ACH-000483,PR-2OO4YN,oui
ACH-000483,0.0777328716949253,4.386121156814855,ACH-000483,PR-WTAGZH,oui
ACH-000484,0.1789440824746138,3.297191416565856,ACH-000484,PR-VCT1GT,non
ACH-000485,0.904471314249472,3.3291235962915664,ACH-000485,PR-L0YELY,oui
ACH-000486,1.0742930084914335,4.192983169973992,ACH-000486,PR-NHTU1R,oui
ACH-000486,1.0742930084914335,4.192983169973992,ACH-000486,PR-1CYINN,oui
ACH-000487,0.2216594070308467,5.262282806420656,ACH-000487,PR-APRFTM,non
ACH-000487,0.2216594070308467,5.262282806420656,ACH-000487,PR-OXWSU8,non
ACH-000488,0.0034802844133231,5.080657663345225,ACH-000488,PR-IRF5Z2,oui
ACH-000488,0.0034802844133231,5.080657663345225,ACH-000488,PR-H4OMYL,oui
ACH-000489,0.0842372067836142,3.2078928516413328,ACH-000489,PR-CQSOR2,oui
ACH-000490,0.3631480242306537,4.452858964713811,ACH-000490,PR-DLCQHE,oui
ACH-000490,0.3631480242306537,4.452858964713811,ACH-000490,PR-IHY2ZH,oui
ACH-000491,-0.0996832978217646,4.907371413823563,ACH-000491,PR-DRBE6Q,oui
ACH-000493,0.1034005044490071,4.1906148602094975,ACH-000493,PR-PTLF3I,oui
ACH-000495,2.2616867666406755,3.5223068928713888,ACH-000495,PR-FLRMNN,non
ACH-000496,-0.1233543047732579,4.159467729266766,ACH-000496,PR-HCWHIT,oui
ACH-000498,0.5120897551042258,4.624685810525398,ACH-000498,PR-3MR99B,non
ACH-000499,0.1395459189541707,4.900142260359816,ACH-000499,PR-T9BFWK,oui
ACH-000499,0.1395459189541707,4.900142260359816,ACH-000499,PR-PDQTLG,oui
ACH-000499,0.1395459189541707,4.900142260359816,ACH-000499,PR-1B5ABD,oui
ACH-000500,0.2617364004037324,3.8042601156347375,ACH-000500,PR-DOINRY,oui
ACH-000502,0.0828227234043142,4.04788732939655,ACH-000502,PR-452U9P,oui
ACH-000503,0.1028761331744972,3.6158870739160567,ACH-000503,PR-F4SBTR,oui
ACH-000504,0.0122773750809907,4.67072705449947,ACH-000504,PR-MKBLFW,oui
ACH-000505,0.1925601808307102,5.268284666520996,ACH-000505,PR-7GNYAA,oui
ACH-000505,0.1925601808307102,5.268284666520996,ACH-000505,PR-Y7DMB5,oui
ACH-000505,0.1925601808307102,5.268284666520996,ACH-000505,PR-BITQQB,oui
ACH-000507,0.00566127688862,3.538538163629804,ACH-000507,PR-3XRJCO,oui
ACH-000507,0.00566127688862,3.538538163629804,ACH-000507,PR-MADPLA,oui
ACH-000510,0.2321156846698801,4.895787316463311,ACH-000510,PR-UOVEIJ,oui
ACH-000510,0.2321156846698801,4.895787316463311,ACH-000510,PR-GHIUXO,oui
ACH-000511,0.2812380200758813,4.71259578044703,ACH-000511,PR-FB1KNY,oui
ACH-000511,0.2812380200758813,4.71259578044703,ACH-000511,PR-T7VCY2,oui
ACH-000512,-0.0155770657566935,5.439290681042018,ACH-000512,PR-BQL0CQ,oui
ACH-000514,0.2144927209260146,3.78345665436024,ACH-000514,PR-3WQTHC,oui
ACH-000514,0.2144927209260146,3.78345665436024,ACH-000514,PR-CU6ICV,oui
ACH-000514,0.2144927209260146,3.78345665436024,ACH-000514,PR-GYY0VS,oui
ACH-000516,-0.1134431549095129,4.808899839257769,ACH-000516,PR-VAXVTG,oui
ACH-000517,0.0506769028764652,3.48155728070859,ACH-000517,PR-ENI2EE,oui
ACH-000518,-0.0449710969617397,4.180307019969433,ACH-000518,PR-TZMB0X,non
ACH-000520,0.2235308226158064,2.817623257511431,ACH-000520,PR-HPHVBK,oui
ACH-000520,0.2235308226158064,2.817623257511431,ACH-000520,PR-UKY2TK,oui
ACH-000521,0.0539214432342955,5.258895755075436,ACH-000521,PR-PD0UCW,oui
ACH-000521,0.0539214432342955,5.258895755075436,ACH-000521,PR-YLN1TB,oui
ACH-000522,0.1951778519927609,4.308885057411763,ACH-000522,PR-RELFPU,oui
ACH-000522,0.1951778519927609,4.308885057411763,ACH-000522,PR-8YVNSJ,oui
ACH-000524,-0.0575266041630823,3.356143810225275,ACH-000524,PR-XCR90Y,oui
ACH-000524,-0.0575266041630823,3.356143810225275,ACH-000524,PR-ADTLBV,oui
ACH-000525,0.0642909638405534,4.618238655595454,ACH-000525,PR-R1ZAYG,non
ACH-000525,0.0642909638405534,4.618238655595454,ACH-000525,PR-MILDLE,oui
ACH-000527,0.9130977815406416,2.560714954474479,ACH-000527,PR-UC7QTJ,oui
ACH-000527,0.9130977815406416,2.560714954474479,ACH-000527,PR-VKDITZ,oui
ACH-000527,0.9130977815406416,2.560714954474479,ACH-000527,PR-EIRIJL,oui
ACH-000528,0.0419785225014897,4.698774108903683,ACH-000528,PR-9PR7ZE,oui
ACH-000533,1.260374028519934,4.166715444966423,ACH-000533,PR-6YTKOV,non
ACH-000533,1.260374028519934,4.166715444966423,ACH-000533,PR-KKTYCR,non
ACH-000535,0.1822320930333819,5.3826672527450405,ACH-000535,PR-3ID9KV,oui
ACH-000537,0.1144230078170851,3.886550147324343,ACH-000537,PR-XQBHHH,non
ACH-000541,-0.1735071305760365,5.4682574683231415,ACH-000541,PR-G4OKYY,oui
ACH-000541,-0.1735071305760365,5.4682574683231415,ACH-000541,PR-YPH1OU,oui
ACH-000542,0.8562148999977591,4.297191416565856,ACH-000542,PR-PTADWB,oui
ACH-000542,0.8562148999977591,4.297191416565856,ACH-000542,PR-UXEZNY,oui
ACH-000544,-0.0330234404409262,4.578938713093386,ACH-000544,PR-DRFATD,oui
ACH-000544,-0.0330234404409262,4.578938713093386,ACH-000544,PR-6CQSP2,oui
ACH-000545,0.004586220669069,4.12267271882414,ACH-000545,PR-AEDGHF,oui
ACH-000545,0.004586220669069,4.12267271882414,ACH-000545,PR-AEFSAE,oui
ACH-000547,1.059080416089826,5.089159131911238,ACH-000547,PR-VVDPP0,oui
ACH-000548,0.1692511604407322,4.013462259806563,ACH-000548,PR-E5M02G,oui
ACH-000548,0.1692511604407322,4.013462259806563,ACH-000548,PR-EXCH50,oui
ACH-000549,-0.0698087861842388,3.2433644256936605,ACH-000549,PR-RQMK4Y,oui
ACH-000550,0.0212528846348419,4.218006150284427,ACH-000550,PR-IOJFDI,oui
ACH-000551,0.1016832924497318,5.835671479481623,ACH-000551,PR-RWJHMK,oui
ACH-000551,0.1016832924497318,5.835671479481623,ACH-000551,PR-MGS8JD,oui
ACH-000552,-0.0138502900177521,4.556429415449573,ACH-000552,PR-D6ZGVP,oui
ACH-000552,-0.0138502900177521,4.556429415449573,ACH-000552,PR-97KRPJ,oui
ACH-000556,-0.0298796868013954,4.006298023900369,ACH-000556,PR-6LDUF4,oui
ACH-000556,-0.0298796868013954,4.006298023900369,ACH-000556,PR-E0E2UF,oui
ACH-000557,0.1824975562313802,5.315783574589461,ACH-000557,PR-HZ54PD,non
ACH-000559,0.0424616835037967,4.008092420948722,ACH-000559,PR-DNBVYI,oui
ACH-000559,0.0424616835037967,4.008092420948722,ACH-000559,PR-5FUNEE,oui
ACH-000559,0.0424616835037967,4.008092420948722,ACH-000559,PR-PQYCMP,oui
ACH-000563,-0.1053850486740253,4.685940148445977,ACH-000563,PR-1930G1,oui
ACH-000567,0.2958815215737461,5.880685525261125,ACH-000567,PR-KO9WUU,non
ACH-000570,-0.0381514228559732,3.534808661231747,ACH-000570,PR-YGFAWJ,oui
ACH-000573,-0.0360134055388399,5.278728212938939,ACH-000573,PR-LOPDXR,oui
ACH-000573,-0.0360134055388399,5.278728212938939,ACH-000573,PR-GEOXZ9,non
ACH-000576,-0.0091203864536591,4.008988783227255,ACH-000576,PR-3OIVUO,non
ACH-000576,-0.0091203864536591,4.008988783227255,ACH-000576,PR-OPWKFG,non
ACH-000579,1.0402057903859432,4.5777309314900805,ACH-000579,PR-8ETQ5F,oui
ACH-000580,1.4956469335301363,4.733354340613827,ACH-000580,PR-H2XOKT,non
ACH-000581,0.153394973342625,5.199672344836364,ACH-000581,PR-6MBQJV,oui
ACH-000583,0.0258896940125148,5.816343705284859,ACH-000583,PR-PST5IL,non
ACH-000583,0.0258896940125148,5.816343705284859,ACH-000583,PR-HFQ8SA,non
ACH-000584,0.1798279969827589,5.127220550488074,ACH-000584,PR-WNPEYB,oui
ACH-000584,0.1798279969827589,5.127220550488074,ACH-000584,PR-2LIEYD,oui
ACH-000585,0.0423071863617524,5.61882595258744,ACH-000585,PR-WT0UBI,oui
